x1,x2,label
-0.027,-9.253,0
-0.127,-9.439,0
9.418,-0.774,0
-2.385,-5.574,0
-2.049,1.874,1
1.695,-9.484,0
-7.439,-9.292,0
-3.578,4.543,1
-6.136,-5.797,0
-7.934,3.128,1
7.323,4.998,0
1.787,-8.813,0
-2.827,5.395,1
-1.827,-4.632,0
-1.37,-2.209,0
2.663,-8.267,0
8.535,6.773,0
8.656,1.215,0
-2.17,0.093,1
-3.415,9.371,1
-0.979,-3.31,0
1.359,7.816,1
-0.764,4.394,1
3.175,8.571,1
1.088,8.156,1
-3.586,9.821,1
-3.085,-7.366,0
-2.428,5.92,1
-8.107,6.09,1
-6.679,2.887,1
4.462,-4.423,0
-2.218,9.303,1
-5.709,-5.912,0
1.253,-0.008,0
5.111,0.43,0
-4.852,-6.763,0
6.536,4.451,0
8.55,-8.223,0
1.948,3.862,1
3.379,6.972,1
-8.948,-3.012,1
8.91,4.188,0
-2.15,-6.865,0
8.478,6.919,0
1.58,9.041,1
-9.908,-6.946,0
-9.229,3.837,1
3.608,0.117,0
1.253,0.63,0
-9.469,4.13,1
4.869,-0.225,0
7.043,2.007,0
-0.072,-5.382,0
-0.685,-2.43,0
-9.891,7.305,1
5.733,-7.802,0
-3.386,1.952,1
7.575,-6.314,0
-2.539,6.931,1
1.302,1.581,0
-4.593,-1.939,1
-6.788,-5.004,0
5.498,-1.263,0
-0.068,9.152,1
0.73,0.184,0
9.308,-0.61,0
9.272,4.925,0
7.113,-2.419,0
-6.248,-1.452,1
1.885,-3.261,0
7.563,-6.982,0
-2.511,4.276,1
-7.978,7.461,1
6.219,8.112,1
-0.365,7.616,1
1.288,-0.964,0
9.643,-4.319,0
2.144,2.758,1
-1.5,9.094,1
-2.6,4.541,1
-1.648,-0.103,1
-7.632,3.776,1
5.895,5.451,0
6.754,8.385,1
-4.312,5.264,1
-3.924,-1.336,1
7.487,-4.528,0
-9.521,-0.002,1
0.409,-3.436,0
-0.726,8.855,1
3.803,0.159,0
-6.732,-0.559,1
3.367,-3.036,0
-2.465,2.788,1
2.374,0.401,0
-9.198,-7.419,0
-0.765,7.384,1
0.445,-2.82,0
-5.713,-1.348,1
-7.208,-5.887,0
-6.231,1.068,1
-3.117,4.041,1
-8.064,7.623,1
8.946,-8.968,0
-1.9,9.467,1
6.179,4.076,0
9.488,-4.314,0
-8.385,-5.911,0
3.033,-4.078,0
7.428,7.515,1
2.685,-4.172,0
-1.419,-0.744,0
-1.378,4.115,1
-9.282,7.44,1
0.692,3.171,1
9.871,5.062,0
9.174,-6.533,0
-9.192,7.548,1
4.116,-4.486,0
-3.965,-7.432,0
8.06,9.525,1
-9.098,-5.967,1
8.717,-7.267,0
6.75,2.52,0
-7.65,-3.623,1
-8.804,-7.333,0
6.694,2.022,0
-6.885,5.18,1
0.698,5.864,1
8.315,-6.89,0
1.349,1.137,0
-2.055,6.274,1
-1.1,-6.778,0
-8.738,-5.846,1
9.375,-9.952,0
-3.787,0.493,1
-6.213,-6.106,0
-4.279,4.485,1
9.287,9.244,1
-8.114,-5.825,0
7.346,2.982,0
4.157,-5.763,0
6.6,-9.64,0
9.518,5.171,0
6.843,-1.32,0
8.868,8.936,1
-7.461,0.686,1
5.916,-6.85,0
0.914,-1.005,0
0.87,-5.942,0
7.978,7.561,1
9.436,3.818,0
4.097,-3.175,0
-0.341,0.556,0
-0.872,3.39,1
-2.273,5.657,1
-2.768,-8.397,0
-2.17,-9.55,0
-8.205,-7.711,0
-8.451,-2.1,1
5.597,-0.666,0
-1.079,-7.271,0
8.614,-1.777,0
2.244,-1.168,0
-9.296,-7.818,0
-6.85,8.333,1
-5.884,1.983,1
9.515,-2.229,0
-5.626,0.138,1
0.315,-3.716,0
8.724,7.087,0
9.544,1.5,0
-5.273,-0.102,1
-9.018,8.218,1
-6.928,6.76,1
-8.733,6.256,1
-6.098,-5.488,0
1.371,-6.938,0
8.249,3.802,0
0.744,-0.627,0
2.52,3.674,1
-5.963,5.213,1
6.012,-4.094,0
2.356,-4.307,0
7.283,-0.183,0
8.977,-4.529,0
-3.042,3.346,1
-8.188,4.935,1
-5.481,-0.559,1
-1.243,4.476,1
8.914,0.209,0
-2.434,4.257,1
5.415,-5.501,0
0.81,4.777,1
-6.344,4.302,1
-3.585,-4.668,0
3.064,1.119,0
3.457,7.106,1
-1.305,-5.01,0
-5.427,4.72,1
4.438,9.079,1
-6.623,7.325,1
8.733,-1.97,0
-6.242,2.144,1
-7.854,9.835,1
-0.047,1.369,1
0.391,-7.699,0
0.164,-9.091,0
-1.267,5.806,1
9.896,-1.527,0
-0.274,-5.064,0
-0.441,-3.047,0
-1.565,5.147,1
-8.663,-0.695,1
1.859,7.37,1
-5.441,4.699,1
2.752,9.48,1
-8.983,7.77,1
9.628,-4.909,0
-0.62,3.181,1
7.935,-9.589,0
-0.489,9.822,1
-8.793,-4.78,1
6.444,3.296,0
2.964,6.983,1
5.635,-6.791,0
-1.437,6.958,1
2.759,-9.755,0
7.125,-1.16,0
2.621,-0.559,0
-3.047,-2.518,0
3.251,1.728,0
3.437,8.297,1
9.212,-3.46,0
-2.582,1.585,1
-1.498,7.549,1
6.242,5.46,0
0.115,-9.185,0
4.731,8.856,1
-0.806,-9.067,0
-5.69,1.775,1
4.904,1.507,0
-7.377,5.728,1
-6.028,-7.031,0
2.536,-6.413,0
4.945,5.042,1
7.894,-7.01,0
-4.548,-0.611,1
-7.786,4.633,1
9.121,3.025,0
-6.912,-5.788,0
-6.047,-3.921,0
-4.173,9.379,1
0.588,-1.027,0
7.657,-9.111,0
5.211,-5.608,0
4.163,-3.151,0
-6.496,9.99,1
-2.846,-3.946,0
-0.432,-9.472,0
-7.051,0.258,1
-4.531,-8.328,0
-3.833,-4.519,0
-7.454,9.848,1
1.005,4.093,1
4.101,-8.987,0
-8.601,-1.026,1
-0.378,-6.567,0
5.644,-7.541,0
4.96,1.741,0
6.301,0.113,0
-1.035,4.857,1
6.411,7.846,1
-5.185,-5.066,0
-2.784,8.46,1
-6.473,0.36,1
-0.65,-4.823,0
-2.159,6.916,1
-5.181,-9.289,0
5.036,1.19,0
-3.723,4.432,1
-4.544,-4.4,0
-7.382,7.27,1
-1.224,-5.194,0
-3.941,6.797,1
-2.615,-8.429,0
-5.28,-6.801,0
5.263,-2.38,0
8.6,7.081,0
-0.041,-7.108,0
2.86,7.509,1
7.343,-5.405,0
9.977,-0.95,0
2.27,-2.945,0
7.796,-7.637,0
8.172,8.886,1
5.829,-1.236,0
-0.781,3.807,1
-8.377,1.505,1
-9.684,0.034,1
-0.456,2.332,1
-0.114,7.967,1
-1.853,3.986,1
1.363,0.65,0
1.043,2.904,1
6.732,2.128,0
-7.827,-1.338,1
-5.496,2.495,1
5.86,-1.129,0
6.957,5.152,0
9.896,9.378,1
7.458,9.197,1
7.798,6.415,0
-3.713,2.035,1
-1.967,4.987,1
-4.638,-6.439,0
2.126,-0.42,0
8.776,-4.854,0
-3.107,-9.93,0
1.14,9.335,1
-4.074,7.277,1
-6.604,0.274,1
-6.096,-4.917,0
-8.841,3.86,1
8.986,-1.304,0
-1.942,6.067,1
6.682,9.99,1
3.627,-3.018,0
-6.162,-5.112,0
-6.491,-4.652,0
6.24,-8.133,0
-4.706,-2.119,1
8.266,-9.651,0
-7.199,-7.712,0
3.554,-4.566,0
6.289,-6.803,0
-5.295,4.643,1
-4.476,-7.888,0
9.29,7.32,0
-4.708,-5.578,0
-1.401,-7.828,0
-1.35,-9.798,0
-4.939,4.304,1
5.516,-4.868,0
5.437,0.19,0
-2.434,-7.768,0
6.703,9.706,1
-5.739,-7.492,0
-9.914,-1.761,1
1.423,7.033,1
9.882,-5.102,0
-9.227,-4.661,1
-5.84,6.17,1
0.378,-4.533,0
6.199,-9.943,0
-8.219,-1.442,1
-2.095,-9.749,0
4.942,8.196,1
-2.569,2.836,1
-6.223,1.66,1
-6.09,-5.968,0
-1.799,3.999,1
-0.412,3.545,1
7.236,-8.791,0
2.845,7.617,1
3.808,1.588,0
9.66,5.849,0
-1.763,-4.742,0
-1.933,-7.559,0
8.467,4.049,0
-5.082,5.878,1
4.596,-2.279,0
5.091,-9.526,0
-8.044,6.365,1
-0.635,-5.878,0
-5.989,-3.219,1
-6.292,2.565,1
-0.723,-8.001,0
-4.211,-8.56,0
5.921,-9.486,0
8.152,8.333,1
6.054,-3.772,0
-4.679,3.213,1
-4.517,9.785,1
-4.905,3.389,1
-7.299,0.502,1
8.876,0.418,0
-1.959,-2.462,0
-5.506,1.996,1
6.933,9.176,1
-2.016,5.761,1
-9.298,-1.515,1
-6.761,-3.351,1
2.785,7.671,1
5.658,-7.284,0
-5.781,6.992,1
8.348,-4.898,0
7.02,4.313,0
6.968,6.124,0
-5.447,-0.46,1
-8.989,-6.154,1
7.348,6.895,1
-3.884,-2.65,0
2.378,-3.586,0
5.199,0.2,0
-7.434,-1.298,1
5.617,3.661,0
8.77,-7.256,0
4.567,-1.286,0
-1.176,7.834,1
7.534,-9.279,0
0.549,-0.853,0
4.895,3.211,0
6.41,7.754,1
4.987,1.876,0
-4.243,6.49,1
-7.643,-5.546,0
-5.233,-2.944,1
0.057,8.843,1
0.106,7.72,1
1.653,1.159,0
-2.098,-0.49,1
5.738,-0.979,0
8.263,-8.824,0
-5.065,7.848,1
4.73,6.363,1
3.559,-0.875,0
0.462,-4.411,0
-6.229,-3.142,1
5.905,-7.537,0
9.213,4.436,0
4.437,1.133,0
8.357,-5.318,0
9.684,2.46,0
-2.959,9.585,1
2.764,-7.552,0
-0.521,-0.83,0
9.733,-0.117,0
-8.124,-6.664,0
-1.753,0.632,1
7.511,2.12,0
-4.319,-6.853,0
5.756,-6.906,0
-2.344,7.127,1
9.6,-3.772,0
7.671,2.607,0
-3.974,2.535,1
5.404,6.783,1
-3.263,4.798,1
2.127,6.812,1
3.17,2.504,0
6.592,-1.011,0
-9.511,-2.129,1
-5.597,-2.419,1
4.238,-1.632,0
1.27,-7.414,0
-0.088,-1.521,0
-8.896,-2.211,1
-3.034,-9.309,0
7.302,-4.497,0
-9.382,5.038,1
-2.071,1.559,1
8.903,6.123,0
-8.982,0.854,1
4.994,7.082,1
-4.848,5.921,1
7.332,-8.034,0
4.921,9.54,1
7.714,-9.705,0
-5.682,1.937,1
0.626,5.85,1
5.585,-3.362,0
-5.086,1.971,1
-5.385,-2.758,1
-9.456,-8.788,0
9.17,-9.831,0
4.2,-8.103,0
2.711,-8.032,0
4.88,2.218,0
0.632,0.517,0
-0.477,-0.891,0
-1.009,3.838,1
2.809,-9.663,0
-5.969,-4.58,0
7.761,5.548,0
6.235,8.2,1
-3.009,-1.233,1
1.572,-8.37,0
-7.179,5.975,1
9.447,7.703,0
8.058,-1.727,0
8.438,-5.133,0
-3.357,-9.121,0
-6.617,1.822,1
-5.765,8.197,1
-8.2,3.558,1
-7.598,-3.655,1
-8.574,2.858,1
9.796,6.641,0
-8.519,-0.483,1
-7.349,6.395,1
6.545,-2.162,0
1.605,-3.03,0
5.488,1.66,0
2.618,-0.706,0
7.644,9.542,1
2.769,0.328,0
0.443,-2.297,0
4.255,-2.101,0
-1.052,0.959,1
-3.079,-2.902,0
-0.647,4.458,1
-6.606,-2.387,1
5.931,-2.317,0
-4.786,2.339,1
-6.929,-8.783,0
-5.073,3.107,1
6.841,0.099,0
-3.396,-0.939,1
3.721,4.385,1
7.128,5.165,0
-8.445,6.925,1
5.3,-2.504,0
-3.847,-3.459,0
-5.668,4.287,1
3.778,1.636,0
8.196,2.636,0
-4.1,1.11,1
1.377,5.454,1
-4.203,-6.199,0
1.086,1.114,0
2.437,-6.838,0
2.207,-1.855,0
2.471,3.28,1
-7.298,-0.139,1
3.871,-2.408,0
3.495,7.699,1
3.652,5.457,1
-8.519,0.526,1
-1.063,9.001,1
-1.819,-1.513,0
-8.266,5.761,1
-5.553,-6.641,0
-1.181,-4.284,0
4.858,-3.238,0
-5.259,-7.884,0
6.595,0.036,0
0.916,-6.155,0
5.208,2.684,0
-0.549,-6.198,0
-0.016,-7.53,0
2.394,9.382,1
8.559,3.165,0
-0.164,8.729,1
0.573,-0.202,0
2.04,-9.332,0
4.75,1.487,0
-8.563,1.167,1
0.314,-9.7,0
-0.368,7.225,1
8.434,2.399,0
-0.13,4.894,1
-0.634,-0.122,0
9.244,2.368,0
-0.988,-4.851,0
-6.382,9.475,1
-5.662,-1.986,1
-8.096,-6.753,0
-9.989,-8.882,0
-1.361,2.723,1
5.385,9.668,1
4.669,7.916,1
-9.357,4.042,1
1.4,9.812,1
-6.914,4.457,1
8.822,-3.215,0
-6.653,2.024,1
2.533,-8.405,0
-3.475,-5.566,0
2.831,-1.649,0
-1.755,-5.964,0
5.193,9.07,1
-5.386,9.912,1
8.116,-2.581,0
0.004,4.185,1
5.122,-1.845,0
6.995,-7.21,0
9.977,-3.261,0
-5.521,-5.333,0
-4.262,-3.438,0
-4.991,-5.7,0
-4.743,-7.753,0
1.649,-5.651,0
9.87,8.115,0
9.806,-8.296,0
0.535,-3.505,0
2.781,0.569,0
7.199,-2.91,0
8.659,0.352,0
-5.923,-9.132,0
0.571,2.971,1
6.657,1.27,0
-3.936,3.619,1
-1.204,1.345,1
9.712,-1.242,0
9.701,-2.997,0
8.122,-5.471,0
5.969,0.001,0
-4.617,-9.479,0
-3.583,-3.435,0
0.946,3.557,1
1.216,-7.826,0
0.11,-8.742,0
2.733,3.044,0
-1.834,-2.045,0
4.983,6.037,1
-3.329,8.746,1
-3.386,9.141,1
-7.455,-1.488,1
-6.226,-4.713,0
7.01,2.172,0
-1.074,2.564,1
-5.443,2.447,1
5.187,-3.564,0
1.08,-8.725,0
-9.577,-5.8,1
-3.673,-6.912,0
-6.46,-7.522,0
3.117,8.526,1
-4.499,-9.723,0
-8.701,2.037,1
-8.901,8.949,1
1.635,-2.799,0
-9.566,0.542,1
6.976,3.916,0
-6.892,-3.657,1
2.131,-0.447,0
-1.106,6.342,1
-1.143,4.907,1
-8.564,6.169,1
6.055,9.747,1
7.861,-2.593,0
-9.78,4.942,1
-6.428,2.056,1
8.078,3.332,0
0.99,4.797,1
-6.999,4.995,1
-5.944,7.715,1
3.2,-3.014,0
4.496,3.07,0
1.989,-4.394,0
9.063,1.891,0
-0.119,5.024,1
-3.995,5.82,1
-0.455,-1.598,0
-2.807,0.174,1
-5.512,-3.323,1
-9.081,-6.619,0
-2.956,-4.79,0
4.228,8.243,1
-9.631,-3.821,1
-1.216,9.495,1
2.88,-5.17,0
2.208,4.461,1
5.533,1.478,0
6.21,3.937,0
4.234,2.879,0
-7.944,4.135,1
-0.5,8.111,1
2.068,1.269,0
-5.089,-8.643,0
-9.149,-4.583,1
-5.528,4.164,1
-0.902,-0.119,0
-1.721,0.971,1
-6.467,1.932,1
6.488,-2.347,0
8.514,5.478,0
-5.973,4.471,1
8.591,4.286,0
-9.643,4.306,1
8.499,7.807,1
9.039,1.908,0
-9.759,9.341,1
5.26,-7.616,0
9.404,2.639,0
8.118,4.339,0
9.414,-0.456,0
1.006,-4.236,0
-8.437,1.001,1
6.996,-2.705,0
2.277,8.182,1
2.295,-2.864,0
-1.655,-6.486,0
1.437,1.528,0
-6.928,-2.08,1
4.795,-8.082,0
-8.5,1.297,1
4.596,0.757,0
6.98,-6.536,0
-0.551,1.953,1
0.197,1.347,1
-3.756,5.472,1
9.389,-2.769,0
4.662,-5.025,0
-2.62,9.024,1
-6.504,1.224,1
-5.608,-9.457,0
-0.722,6.414,1
8.851,-6.065,0
4.683,5.721,1
-5.695,4.103,1
7.191,9.376,1
-2.436,9.312,1
7.034,-4.512,0
-5.166,5.329,1
2.373,-3.663,0
8.533,2.584,0
-4.842,1.955,1
3.859,-8.909,0
9.746,-9.896,0
-6.988,-8.845,0
-8.232,-7.441,0
3.484,-4.847,0
-3.205,8.139,1
-8.575,0.373,1
-0.494,5.938,1
5.075,6.766,1
-4.298,4.699,1
-3.299,-2.172,0
6.914,7.277,1
0.401,4.841,1
6.855,4.863,0
-1.072,8.031,1
9.06,1.973,0
3.016,0.571,0
-7.682,7.803,1
7.702,-0.911,0
-0.215,6.231,1
-7.167,-8.923,0
-6.946,-9.974,0
3.751,0.566,0
-9.053,-8.528,0
-4.268,9.531,1
-7.204,-9.89,0
-1.178,4.363,1
-1.713,-5.132,0
0.438,9.351,1
-4.407,-2.369,1
-9.359,-9.454,0
2.288,-9.461,0
-2.526,1.067,1
3.027,9.734,1
-7.827,9.595,1
-9.724,-3.255,1
-5.034,-0.346,1
-0.869,-7.991,0
-2.119,0.444,1
6.206,1.994,0
-2.443,-4.979,0
0.609,2.242,1
1.87,7.994,1
-9.563,-9.981,0
0.303,-5.421,0
-3.103,-5.802,0
-1.574,-7.522,0
-7.994,-6.678,0
5.656,2.518,0
8.848,-7.946,0
-9.555,4.771,1
2.027,7.74,1
5.277,8.532,1
-4.304,3.204,1
5.751,-6.052,0
2.647,-8.294,0
8.583,-5.36,0
9.62,9.239,1
-9.153,9.247,1
-1.101,-2.362,0
0.94,-3.484,0
-7.065,0.2,1
-3.274,-4.166,0
9.753,9.593,1
-9.675,-5.576,1
-0.95,-2.617,0
6.853,-1.413,0
-3.522,-7.499,0
-0.404,-2.344,0
9.561,7.135,0
-0.502,-7.193,0
-7.382,1.68,1
-8.966,-1.867,1
8.908,-6.589,0
-4.684,-9.753,0
0.081,-4.533,0
-8.186,-8.763,0
-1.527,-2.465,0
8.602,6.204,0
0.048,4.394,1
9.423,8.948,1
-4.823,-1.46,1
0.091,4.156,1
7.191,3.307,0
-1.035,-5.659,0
-4.41,-3.928,0
7.11,0.597,0
-2.202,5.933,1
0.614,-0.764,0
9.531,-5.445,0
-6.27,9.869,1
-3.972,-7.688,0
-9.379,9.118,1
-2.163,6.181,1
-5.996,6.778,1
3.601,5.898,1
-6.374,-5.837,0
3.496,2.652,0
-4.73,5.135,1
-2.896,4.914,1
-3.023,-4.569,0
4.335,-6.378,0
-0.67,-3.438,0
-2.774,-0.403,1
7.052,1.476,0
1.439,6.739,1
-5.723,5.381,1
8.002,3.523,0
-3.147,-4.73,0
-9.22,-0.422,1
-0.108,-3.291,0
-7.521,-5.301,0
-5.231,-9.795,0
4.942,-3.211,0
-7.385,-4.878,1
6.139,1.438,0
8.738,-8.754,0
2.131,-4.59,0
4.207,-9.105,0
4.272,2.828,0
9.856,1.364,0
-3.169,-3.25,0
-6.743,-7.053,0
0.383,9.158,1
0.665,1.688,1
-6.442,3.582,1
2.262,0.627,0
-9.718,6.131,1
8.553,7.928,1
-4.709,-2.346,1
-9.209,3.801,1
-7.835,-5.402,0
-5.195,3.037,1
-4.522,-2.017,1
-9.344,-9.864,0
-4.413,9.111,1
-6.141,7.369,1
-2.428,-4.183,0
-2.297,9.955,1
-3.22,-3.657,0
-3.442,-0.823,1
-8.205,7.025,1
-9.496,-3.908,1
-5.958,-0.989,1
5.133,3.312,0
9.816,-7.391,0
8.571,-1.553,0
0.084,-3.812,0
0.636,3.535,1
-3.708,-7.281,0
5.479,-5.345,0
5.295,4.228,0
6.885,-6.876,0
7.91,-1.56,0
-1.313,4.258,1
5.338,5.309,1
6.128,-8.102,0
-3.831,7.04,1
8.585,4.479,0
-8.113,-3.214,1
9.885,5.276,0
5.402,4.566,0
-8.135,2.018,1
3.125,1.17,0
-9.316,4.694,1
5.404,9.985,1
5.984,1.571,0
2.048,6.174,1
7.137,4.885,0
-8.042,7.116,1
-4.482,9.09,1
-1.716,-6.138,0
-9.151,-6.691,0
-1.036,1.727,1
-4.696,-1.014,1
-2.145,1.414,1
-1.498,5.961,1
7.588,8.634,1
-4.593,-1.652,1
7.875,4.359,0
-1.481,-6.064,0
-3.444,0.691,1
0.05,-9.564,0
-1.645,0.075,1
-4.853,0.907,1
0.054,4.709,1
-6.964,2.99,1
-2.961,-2.832,0
1.316,-9.885,0
-1.732,-7.69,0
6.478,9.461,1
-4.866,8.447,1
9.395,-3.498,0
5.694,-4.823,0
9.352,-1.272,0
6.763,3.799,0
-7.158,-2.863,1
0.529,-8.654,0
-6.6,-1.944,1
6.365,-4.788,0
1.683,-3.501,0
-4.731,-6.741,0
8.592,3.177,0
-7.696,0.533,1
1.277,-4.583,0
4.421,1.077,0
-8.823,-0.146,1
1.957,5.919,1
6.318,9.12,1
-8.649,-7.387,0
0.245,7.678,1
-4.829,4.096,1
3.258,3.851,1
-7.626,-2.514,1
8.741,-3.122,0
7.895,-9.887,0
-6.281,9.644,1
-3.535,2.13,1
1.753,-1.953,0
4.361,0.875,0
-1.147,-9.189,0
-6.874,-6.527,0
-7.917,2.467,1
9.995,0.285,0
-0.893,5.741,1
7.451,3.175,0
-0.352,2.029,1
8.447,6.305,0
-8.245,-8.635,0
-7.72,3.818,1
8.593,4.312,0
8.95,-4.497,0
-3.706,-6.087,0
-2.897,-5.723,0
-0.951,-6.037,0
-1.677,0.476,1
-6.199,-7.287,0
7.968,3.186,0
-4.934,-7.898,0
4.105,-9.462,0
-8.657,-3.614,1
-9.225,-6.163,1
3.075,9.773,1
-3.22,-3.94,0
3.109,-5.559,0
-8.12,-6.065,0
8.997,-2.523,0
4.97,2.117,0
7.525,5.639,0
-7.271,-2.708,1
-3.597,2.519,1
-2.633,-0.359,1
0.743,6.93,1
-4.063,1.381,1
-8.787,-4.202,1
-2.622,4.072,1
-4.909,6.401,1
-2.282,-0.691,1
-6.061,9.744,1
-4.762,7.582,1
2.539,-6.061,0
-2.237,5.735,1
-3.092,2.019,1
0.678,0.696,0
5.437,0.279,0
-2.423,7.068,1
1.75,2.217,0
9.324,0.754,0
0.44,-9.023,0
8.196,-1.034,0
5.873,8.161,1
-8.826,4.235,1
-1.418,-8.981,0
3.966,7.68,1
9.734,6.533,0
-0.832,0.934,1
-8.144,-9.552,0
1.24,1.249,0
-7.469,-8.908,0
5.03,-3.592,0
0.154,2.578,1
4.469,8.258,1
7.387,-2.844,0
2.579,7.2,1
2.249,8.367,1
5.091,-9.579,0
6.849,-5.211,0
7.381,4.197,0
-9.271,5.137,1
1.124,-2.152,0
-5.675,3.135,1
7.207,2.243,0
2.968,4.795,1
-1.596,4.373,1
-6.238,-8.283,0
-3.22,-6.835,0
4.076,-7.345,0
-5.913,8.65,1
-8.128,8.271,1
7.761,5.948,0
5.284,-7.666,0
-6.004,1.485,1
-4.154,-6.255,0
9.441,-2.632,0
4.164,-4.658,0
2.21,6.579,1
-3.847,-7.111,0
-4.017,2.924,1
-9.21,9.678,1
4.57,3.741,0
-9.136,-8.415,0
-9.903,8.157,1
4.59,2.862,0
8.977,-0.874,0
5.13,3.194,0
-0.567,7.581,1
-0.279,-0.457,0
-1.277,0.626,1
-3.507,-0.951,1
0.434,-8.548,0
-1.377,5.741,1
1.963,-7.472,0
7.962,-2.109,0
9.9,-2.264,0
-8.425,-4.399,1
-2.306,-1.95,0
-6.386,2.36,1
-2.958,-3.772,0
-4.251,-6.55,0
-6.509,7.387,1
5.282,9.417,1
-0.074,-0.828,0
8.385,-3.46,0
-9.348,-9.05,0
-8.66,-9.263,0
-1.935,-2.142,0
-8.394,8.605,1
-4.745,4.614,1
9.721,-3.015,0
-5.821,9.361,1
-6.038,-1.425,1
1.473,-4.464,0
-0.04,-1.473,0
1.609,-5.769,0
-2.465,7.713,1
6.535,-2.777,0
-7.228,3.159,1
-1.432,-2.219,0
3.795,8.035,1
7.365,2.848,0
-2.609,-0.235,1
1.355,-7.357,0
-8.617,8.038,1
-6.594,0.936,1
-8.617,-4.299,1
4.558,7.559,1
-4.239,-8.911,0
4.475,-3.718,0
-8.672,0.737,1
7.251,-3.204,0
6.711,-0.465,0
-8.221,-4.714,1
-9.525,-7.398,0
-8.874,-9.263,0
7.073,-6.847,0
-5.306,9.059,1
0.965,1.508,0
-1.475,-0.221,0
5.911,-2.314,0
-0.222,4.168,1
0.013,-7.175,0
9.782,-4.477,0
-6.997,3.118,1
6.614,-0.419,0
-8.965,5.402,1
-0.447,7.942,1
7.727,6.467,0
3.304,-6.316,0
3.704,-8.171,0
-4.734,-6.611,0
-1.629,5.671,1
-2.668,8.277,1
0.429,8.509,1
-0.755,-4.036,0
-3.462,6.807,1
-3.89,0.725,1
-4.983,6.456,1
-2.699,0.967,1
-7.001,-7.082,0
7.442,-8.416,0
2.042,9.144,1
-7.324,-1.484,1
3.877,-2.99,0
6.953,-2.874,0
-5.249,-2.421,1
-6.988,8.9,1
-9.828,-8.746,0
-9.055,-7.619,0
5.245,5.793,1
9.744,0.988,0
-9.102,-7.429,0
4.961,-9.311,0
-8.563,-5.515,1
1.843,-4.784,0
5.122,-9.716,0
-2.816,-5.678,0
-9.781,4.766,1
1.904,7.109,1
9.825,7.965,0
-4.848,-2.202,1
-6.21,-3.612,1
-7.521,9.997,1
1.105,5.387,1
1.929,0.747,0
5.845,-4.905,0
5.061,-3.574,0
7.851,0.307,0
6.115,0.842,0
-5.055,-9.726,0
1.118,9.188,1
-4.052,1.512,1
-3.404,1.783,1
8.639,-5.771,0
3.638,5.3,1
9.492,4.745,0
-1.662,-8.097,0
0.749,1.9,1
-0.258,3.164,1
-7.854,6.711,1
-5.266,-5.878,0
0.553,7.553,1
-8.653,-0.77,1
8.629,-8.07,0
-7.523,-7.888,0
-6.04,-6.044,0
5.306,-4.345,0
-8.061,-0.072,1
8.006,4.975,0
4.514,-6.265,0
-8.628,9.853,1
3.837,-6.77,0
2.633,1.988,0
5.147,8.579,1
6.564,6.65,1
4.367,2.958,0
1.724,4.31,1
-3.551,-7.316,0
3.945,-9.807,0
9.139,-1.317,0
1.75,-8.21,0
3.287,-2.845,0
-1.257,-5.525,0
5.122,8.327,1
9.953,7.601,0
-6.792,6.379,1
-5.952,4.279,1
0.789,-6.919,0
-0.372,-9.033,0
1.431,3.078,1
-9.019,2.845,1
-1.914,-2.612,0
1.66,-0.546,0
1.704,-0.217,0
3.147,-5.201,0
4.404,-3.717,0
2.831,-1.632,0
5.805,2.064,0
2.495,9.116,1
0.75,0.77,0
2.124,4.623,1
-7.976,6.14,1
-4.537,-7.73,0
0.548,3.062,1
7.46,-0.358,0
3.581,1.449,0
-8.192,-9.232,0
1.845,8.124,1
-5.565,9.056,1
4.68,-9.93,0
6.549,-5.744,0
1.869,-6.396,0
1.827,5.626,1
-3.228,1.962,1
-1.075,-6.453,0
7.282,6.279,0
4.466,-2.931,0
0.395,-0.783,0
-2.635,-2.254,0
-8.992,0.428,1
-7.14,-0.397,1
-6.139,-4.508,0
-2.532,-1.509,0
8.883,8.167,1
0.103,0.058,0
-5.303,8.328,1
-7.885,1.003,1
-3.234,5.376,1
6.315,-4.128,0
-2.333,5.808,1
5.45,-4.714,0
6.054,-9.609,0
-7.784,-6.785,0
2.173,-9.567,0
9.182,8.941,1
-1.957,10.0,1
-8.981,5.245,1
8.466,-7.837,0
7.673,7.979,1
0.443,4.876,1
1.045,-3.355,0
-5.765,0.046,1
6.389,3.235,0
-0.028,-9.519,0
-9.322,0.031,1
3.66,4.648,1
9.01,-6.235,0
6.583,-1.124,0
-4.456,0.651,1
-8.933,4.711,1
8.807,9.289,1
8.741,6.966,0
0.648,2.43,1
2.846,1.673,0
-0.748,2.064,1
-1.605,0.904,1
-7.611,-8.813,0
-8.065,3.966,1
-5.345,4.327,1
6.733,0.25,0
-7.083,7.408,1
-5.466,3.449,1
0.972,-2.747,0
-5.697,-9.606,0
-6.736,-8.817,0
1.266,-2.964,0
-2.638,-0.758,1
2.523,-6.663,0
8.244,-6.213,0
-6.98,-5.396,0
8.269,5.61,0
8.05,5.426,0
6.582,-2.341,0
2.626,-6.553,0
2.403,-7.782,0
2.784,-8.257,0
3.81,-2.174,0
-9.67,-9.089,0
9.162,-3.327,0
1.712,9.231,1
5.629,0.15,0
-2.454,6.453,1
-9.752,-7.415,0
0.195,-4.638,0
